330.56331826,92.0546896612,1.35965065703,1.25199711582,40.8818398053,0.245473735112,0.208248398961,0.490674121825,11.3124235079,0.375074154802
322.220151112,91.2557643981,1.3909152514,1.25599436619,38.228019014,0.240420863211,0.197537699846,0.460388645186,10.0932097348,0.375430498238
318.076565968,91.2783419348,1.34192015121,1.2209647855,37.7984124326,0.233241676307,0.193786717651,0.447898834653,9.93127810194,0.377112447115
302.479072447,84.5231631352,1.29520690124,1.14320810069,36.1682091832,0.21925855603,0.187133130417,0.435274801505,9.09087827552,0.361415111956
303.807874353,88.2480070765,1.37468751347,1.21926195659,36.3521085967,0.235332216058,0.187876944634,0.433733028835,10.0944007567,0.381868765678
288.456857812,83.3920605444,1.27429970099,1.12656673595,35.0484151869,0.216463316771,0.180940237215,0.417839241294,9.49214972201,0.355577685926
266.877078044,78.1422943807,1.25257091627,1.04882253609,31.2096640638,0.200607355493,0.159566216571,0.36533794324,8.44003335791,0.329769916576
249.762845981,73.689362863,1.17929885077,1.00544842281,28.7597765332,0.190794393549,0.146408500977,0.333829072707,8.19316235589,0.316849004462
239.006692418,70.4042998312,1.13297144606,0.990068556356,27.796767768,0.193541175383,0.144168634181,0.331713092392,8.04640742403,0.316903583939
267.889390483,78.1212706322,1.29761336338,1.1491076118,31.1631493602,0.22255084844,0.160239001387,0.377596719249,9.53027690673,0.349804348354
244.602878808,71.9104361997,1.18099782022,1.00630472013,28.6691281413,0.197491966275,0.144249253705,0.33969314621,8.27868619242,0.313256045153
217.32775253,64.5277604659,1.04373837807,0.912191906973,25.3327800961,0.172707725398,0.128532606989,0.298371879512,7.26613100835,0.284728611814
217.772319633,63.3315219202,1.06180194288,0.9067247362,25.3762662117,0.175945277138,0.128578699941,0.304438576554,7.35786405571,0.284981612943
245.554523603,71.935295784,1.17176896903,1.03111227193,29.149121206,0.201034791088,0.153834543395,0.352014171758,8.69761434926,0.315376795436
